id,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
25945,715.0,0,0,34.0,8,137811.75,1,1.0,0,58974.0,0
25946,613.0,1,1,41.0,4,121854.99,2,1.0,1,141364.38,0
25947,589.0,0,0,40.0,9,67544.03,1,1.0,0,130101.86,0
25948,645.0,1,1,47.0,1,138847.9,1,1.0,0,85901.09,1
25949,695.0,1,0,38.0,2,144875.69,1,1.0,0,168034.9,0
25950,516.0,0,1,35.0,3,0.0,2,0.0,1,97794.71,0
25951,488.0,0,1,35.0,1,113348.07,1,0.0,1,162599.51,0
25952,683.0,0,1,35.0,9,0.0,2,0.0,1,127569.8,0
25953,789.0,2,1,32.0,4,0.0,2,1.0,0,4389.4,0
25954,738.0,2,1,31.0,9,0.0,2,1.0,0,122925.44,0
25955,652.0,1,1,27.0,2,183555.24,1,1.0,1,182738.0,0
25956,597.0,0,1,24.0,1,0.0,2,1.0,1,179436.6,0
25957,507.0,0,1,46.0,6,92783.68,2,1.0,1,51424.29,0
25958,757.0,1,0,30.0,1,161371.5,2,1.0,0,134875.37,0
25959,639.0,0,0,39.0,6,0.0,1,1.0,1,149892.79,0
25960,662.0,1,1,47.0,2,121669.23,1,1.0,0,136869.31,1
25961,576.0,0,1,38.0,8,0.0,1,1.0,0,142839.82,0
25962,681.0,1,1,52.0,8,129845.8,1,1.0,0,113656.85,1
25963,850.0,0,0,39.0,10,0.0,1,1.0,0,148087.62,1
25964,627.0,0,1,30.0,7,0.0,2,1.0,1,98208.62,0
25965,704.0,2,0,45.0,6,0.0,1,0.0,1,181204.86,1
25966,850.0,2,1,39.0,8,141829.67,2,1.0,1,92748.16,0
25967,717.0,0,1,35.0,3,0.0,2,1.0,1,38190.78,0
25968,663.0,2,1,33.0,8,0.0,1,1.0,1,183646.41,0
25969,584.0,0,0,29.0,3,0.0,2,1.0,1,132719.09,0
25970,530.0,2,0,30.0,8,120777.8,2,1.0,0,87412.24,0
25971,681.0,0,1,31.0,9,0.0,2,1.0,0,131281.28,0
25972,718.0,0,1,31.0,2,118100.59,2,1.0,0,103165.15,0
25973,709.0,0,0,39.0,4,122570.22,1,0.0,0,143952.5,0
25974,828.0,1,0,25.0,8,110240.04,2,1.0,1,180344.98,0
25975,681.0,0,1,26.0,3,0.0,2,1.0,0,134876.34,0
25976,718.0,0,0,36.0,8,79475.3,3,1.0,1,32421.32,0
25977,762.0,0,0,32.0,8,0.0,2,1.0,0,183569.25,0
25978,699.0,0,1,32.0,4,110559.46,1,1.0,1,127429.56,0
25979,782.0,0,1,31.0,7,191523.09,1,1.0,1,167058.75,0
25980,749.0,0,0,45.0,3,123815.86,1,1.0,1,98820.09,0
25981,697.0,0,0,36.0,1,0.0,2,1.0,0,159123.82,0
25982,565.0,0,1,50.0,6,0.0,2,0.0,1,70613.51,0
25983,587.0,0,0,36.0,4,107913.17,1,1.0,1,129890.84,0
25984,645.0,0,0,33.0,2,0.0,2,1.0,0,100101.06,0
25985,712.0,2,0,71.0,2,0.0,3,1.0,0,140133.13,1
25986,835.0,1,1,49.0,3,139290.41,1,1.0,0,167035.07,1
25987,792.0,0,1,33.0,2,0.0,2,1.0,0,92664.09,0
25988,645.0,2,0,27.0,7,0.0,1,0.0,1,147963.07,1
25989,628.0,0,0,42.0,6,0.0,1,1.0,0,90967.77,1
25990,581.0,2,0,29.0,4,0.0,2,1.0,1,164549.74,0
25991,773.0,0,1,36.0,1,0.0,2,1.0,0,64872.42,0
25992,703.0,0,1,27.0,2,0.0,2,1.0,1,138882.42,0
25993,703.0,0,0,36.0,7,0.0,2,1.0,1,82298.59,0
25994,773.0,0,0,38.0,4,145510.72,1,1.0,1,51380.8,0
25995,682.0,1,1,34.0,7,86837.95,2,1.0,1,116957.6,0
25996,615.0,1,1,37.0,8,108528.07,2,0.0,1,179488.41,0
25997,709.0,2,1,45.0,2,0.0,2,1.0,1,162922.65,0
25998,718.0,1,1,47.0,1,148636.21,2,1.0,0,102908.63,0
25999,668.0,0,0,33.0,7,118004.26,1,1.0,1,183963.34,0
26000,615.0,1,0,35.0,2,97440.02,2,0.0,1,139816.1,0
26001,589.0,0,1,62.0,5,0.0,1,1.0,1,166526.26,0
26002,694.0,0,0,31.0,6,106834.78,2,0.0,0,79555.08,0
26003,748.0,2,0,37.0,1,130575.26,2,1.0,1,54869.54,0
26004,717.0,2,1,32.0,6,0.0,1,0.0,1,16989.77,0
26005,539.0,0,0,42.0,4,90865.8,1,1.0,1,86764.46,1
26006,710.0,1,0,45.0,6,103099.17,2,0.0,0,173276.62,1
26007,684.0,0,0,37.0,3,0.0,1,1.0,0,169303.29,1
26008,642.0,1,1,41.0,1,111096.91,1,1.0,0,176984.34,1
26009,687.0,0,1,29.0,8,0.0,2,1.0,1,143317.34,0
26010,632.0,0,1,30.0,7,0.0,2,1.0,1,735.46,0
26011,662.0,0,1,34.0,1,0.0,1,1.0,0,78470.17,0
26012,716.0,0,1,35.0,4,0.0,2,1.0,0,107890.69,0
26013,662.0,2,1,40.0,2,0.0,2,1.0,0,51695.41,0
26014,611.0,0,1,33.0,9,0.0,2,1.0,1,167984.64,0
26015,769.0,2,1,25.0,10,0.0,2,0.0,0,187925.75,0
26016,682.0,2,1,41.0,8,0.0,3,1.0,1,131772.51,0
26017,758.0,0,0,40.0,5,144432.04,1,1.0,0,180932.46,1
26018,685.0,1,0,44.0,10,135859.0,1,1.0,0,100618.18,1
26019,714.0,2,1,36.0,4,0.0,2,1.0,1,37605.9,0
26020,710.0,0,0,21.0,9,0.0,2,1.0,1,42039.67,0
26021,591.0,1,0,22.0,9,119096.55,1,0.0,0,125422.66,1
26022,541.0,0,1,36.0,7,160761.41,1,1.0,0,19998.31,0
26023,537.0,0,1,30.0,5,0.0,1,1.0,0,122547.02,0
26024,641.0,0,1,52.0,10,0.0,1,1.0,1,122459.19,0
26025,615.0,0,0,31.0,5,110581.29,1,0.0,1,94715.24,0
26026,718.0,0,0,66.0,4,0.0,2,1.0,1,184796.84,0
26027,730.0,0,1,38.0,6,130274.22,1,0.0,1,90973.12,0
26028,606.0,1,1,29.0,4,130274.26,2,1.0,0,147533.09,1
26029,774.0,0,0,26.0,9,0.0,2,1.0,1,19233.41,0
26030,648.0,2,1,29.0,7,0.0,2,1.0,1,131778.72,0
26031,679.0,1,1,61.0,9,102278.82,2,1.0,0,49480.66,1
26032,608.0,0,1,38.0,2,0.0,1,1.0,0,66580.13,1
26033,589.0,0,1,54.0,9,182705.05,2,1.0,1,120830.17,0
26034,706.0,0,0,35.0,4,0.0,2,0.0,1,131300.56,0
26035,567.0,0,1,32.0,6,0.0,2,1.0,0,112507.97,0
26036,714.0,0,0,41.0,6,0.0,1,1.0,1,25571.37,0
26037,652.0,2,0,39.0,6,127549.96,1,1.0,0,88878.23,0
26038,715.0,0,0,40.0,10,0.0,2,1.0,1,60972.84,0
26039,709.0,0,1,38.0,5,0.0,2,1.0,1,73857.56,0
26040,716.0,2,1,28.0,8,0.0,2,1.0,1,184800.28,0
26041,589.0,0,0,37.0,7,0.0,2,1.0,1,91055.72,0
26042,757.0,0,1,26.0,4,107726.93,2,1.0,1,153064.87,0
26043,686.0,1,1,58.0,9,124577.39,1,1.0,0,102908.49,1
26044,663.0,0,1,32.0,8,130627.66,2,1.0,0,47161.25,0
26045,639.0,2,0,29.0,2,0.0,2,1.0,0,156791.39,0
26046,581.0,0,0,27.0,3,0.0,1,0.0,0,117948.02,0
26047,724.0,2,0,32.0,5,0.0,2,0.0,0,68820.32,0
26048,676.0,1,1,30.0,5,161801.47,2,1.0,0,137961.57,0
26049,774.0,1,1,34.0,9,120811.71,2,1.0,1,171045.65,0
26050,713.0,2,1,36.0,4,0.0,2,1.0,0,126862.83,0
26051,526.0,0,1,38.0,8,0.0,2,0.0,1,74850.96,0
26052,695.0,1,1,53.0,6,141604.76,1,1.0,1,52301.15,0
26053,652.0,0,0,38.0,7,0.0,2,0.0,1,149536.15,0
26054,653.0,2,1,41.0,7,0.0,1,0.0,1,175082.57,0
26055,579.0,2,0,39.0,6,0.0,2,1.0,1,175082.2,0
26056,686.0,1,1,31.0,1,117020.08,2,1.0,0,54439.53,1
26057,743.0,2,0,35.0,8,0.0,2,1.0,1,158039.4,0
26058,689.0,1,1,29.0,5,139824.53,2,1.0,0,101382.86,0
26059,693.0,0,0,47.0,4,0.0,2,1.0,1,145338.61,0
26060,706.0,0,1,45.0,5,0.0,2,1.0,0,103660.31,0
26061,731.0,0,1,28.0,10,152243.57,1,1.0,1,88783.59,0
26062,604.0,2,0,52.0,9,0.0,1,1.0,0,117842.3,1
26063,582.0,2,0,47.0,1,109819.16,1,1.0,0,25289.23,0
26064,727.0,2,1,34.0,9,0.0,2,0.0,1,56594.36,0
26065,727.0,1,0,46.0,2,155303.71,1,1.0,0,113469.65,1
26066,721.0,2,1,42.0,8,181671.16,2,1.0,1,85426.28,1
26067,722.0,1,1,46.0,6,145747.67,2,1.0,1,93917.68,1
26068,577.0,0,1,34.0,4,0.0,2,1.0,0,151925.25,0
26069,618.0,0,0,35.0,1,145553.07,1,1.0,0,103287.62,0
26070,559.0,2,0,27.0,7,0.0,2,1.0,1,121151.46,0
26071,499.0,0,1,45.0,6,121784.52,2,1.0,1,51811.3,0
26072,524.0,0,0,49.0,1,96798.81,1,0.0,1,125302.64,1
26073,653.0,0,0,33.0,5,0.0,2,1.0,0,53379.52,0
26074,744.0,1,0,32.0,3,120599.06,1,1.0,1,130404.77,0
26075,593.0,1,1,28.0,9,125456.02,2,1.0,1,171779.74,0
26076,706.0,2,1,50.0,4,0.0,1,0.0,1,57589.33,1
26077,515.0,0,1,35.0,1,176273.95,2,1.0,1,121277.78,0
26078,461.0,2,0,35.0,9,0.0,2,1.0,0,131048.24,0
26079,691.0,2,1,63.0,9,0.0,2,0.0,1,77965.35,0
26080,608.0,0,1,43.0,0,160761.41,1,0.0,0,173495.77,0
26081,633.0,1,1,38.0,1,101641.14,1,0.0,1,143059.14,0
26082,663.0,2,1,32.0,2,0.0,2,0.0,1,89048.46,0
26083,535.0,0,0,66.0,6,0.0,1,0.0,1,126812.63,1
26084,591.0,1,1,54.0,1,114731.65,1,1.0,0,121286.89,1
26085,573.0,2,1,20.0,2,88827.33,1,1.0,1,120108.72,0
26086,684.0,2,1,28.0,1,0.0,1,1.0,0,129964.94,0
26087,628.0,0,1,29.0,2,136426.64,1,1.0,1,82698.79,0
26088,757.0,1,1,26.0,8,121581.56,1,1.0,1,127059.04,1
26089,687.0,1,0,32.0,3,102767.75,1,0.0,1,88871.89,0
26090,634.0,1,0,42.0,5,134770.14,1,1.0,0,67729.64,1
26091,674.0,0,1,59.0,9,0.0,2,0.0,1,149184.15,0
26092,714.0,0,1,35.0,2,0.0,2,1.0,0,118613.39,0
26093,648.0,2,1,35.0,2,0.0,2,1.0,0,160526.36,0
26094,850.0,1,1,40.0,9,124548.99,1,1.0,1,152210.81,0
26095,662.0,2,0,47.0,6,0.0,2,1.0,0,183566.78,0
26096,469.0,2,0,31.0,6,0.0,1,1.0,0,146213.75,0
26097,718.0,0,0,25.0,8,137810.24,1,1.0,0,102908.41,0
26098,629.0,0,0,42.0,2,0.0,2,1.0,0,90876.95,0
26099,590.0,0,0,32.0,2,0.0,2,1.0,1,81549.96,0
26100,579.0,1,0,31.0,4,108895.93,1,1.0,1,93883.54,0
26101,752.0,0,1,44.0,8,0.0,1,0.0,0,100727.68,1
26102,671.0,2,1,33.0,8,0.0,1,0.0,0,2560.11,0
26103,526.0,1,0,59.0,10,113625.93,1,1.0,1,93550.53,1
26104,641.0,1,0,43.0,7,104430.08,2,1.0,0,178067.33,0
26105,695.0,0,0,42.0,7,0.0,2,1.0,1,109626.13,0
26106,757.0,2,0,46.0,7,132623.6,1,1.0,0,80619.17,0
26107,641.0,1,1,57.0,4,140197.18,1,0.0,0,123096.09,1
26108,567.0,0,0,20.0,1,139180.37,2,1.0,1,178267.31,0
26109,746.0,0,0,38.0,2,0.0,2,1.0,1,151648.66,0
26110,486.0,2,1,24.0,1,0.0,2,1.0,0,98802.76,0
26111,686.0,0,1,41.0,3,0.0,2,1.0,0,64420.96,0
26112,605.0,1,1,38.0,9,111347.37,2,0.0,1,194872.97,0
26113,582.0,0,1,36.0,4,0.0,2,1.0,1,115115.38,0
26114,556.0,2,0,43.0,4,97665.61,1,1.0,0,118372.55,1
26115,726.0,2,1,32.0,2,0.0,1,1.0,1,195192.4,0
26116,687.0,1,0,30.0,4,169832.2,2,0.0,1,52811.82,0
26117,653.0,2,1,37.0,9,0.0,2,1.0,1,62370.67,0
26118,667.0,0,0,55.0,6,0.0,1,0.0,1,78591.15,1
26119,664.0,0,0,38.0,7,123711.73,2,1.0,0,179913.98,0
26120,850.0,2,0,30.0,2,0.0,2,1.0,1,93781.02,0
26121,417.0,0,0,41.0,7,0.0,1,1.0,0,55003.79,1
26122,556.0,0,1,44.0,5,0.0,1,1.0,0,130661.95,1
26123,684.0,0,1,37.0,8,113899.92,2,1.0,1,80215.2,0
26124,592.0,0,1,31.0,6,0.0,1,1.0,0,102628.98,0
26125,552.0,0,1,41.0,3,0.0,2,1.0,0,690.84,0
26126,738.0,0,1,31.0,9,77919.78,1,1.0,0,41970.72,0
26127,596.0,0,0,29.0,4,0.0,2,1.0,0,111340.86,0
26128,631.0,1,0,39.0,8,121898.82,1,1.0,1,23146.62,0
26129,648.0,1,0,40.0,4,129891.55,2,0.0,0,74838.33,1
26130,701.0,0,0,37.0,10,0.0,2,1.0,0,156425.57,0
26131,681.0,2,0,36.0,7,0.0,2,1.0,1,142923.69,0
26132,755.0,0,1,50.0,9,0.0,1,0.0,1,129526.57,1
26133,559.0,2,0,49.0,1,0.0,2,1.0,0,11159.19,0
26134,816.0,2,0,30.0,4,0.0,2,1.0,0,109098.41,0
26135,637.0,2,0,35.0,1,176273.95,2,0.0,1,121277.78,0
26136,547.0,0,1,31.0,4,0.0,2,1.0,0,99294.22,0
26137,596.0,1,0,35.0,8,126803.34,2,1.0,0,161133.4,1
26138,588.0,0,1,47.0,5,0.0,2,1.0,1,167035.82,0
26139,705.0,0,1,32.0,4,0.0,1,1.0,1,143681.99,1
26140,678.0,0,1,24.0,3,0.0,2,1.0,1,108513.53,0
26141,719.0,2,0,30.0,7,0.0,2,1.0,0,20016.59,0
26142,711.0,2,1,55.0,1,0.0,2,1.0,1,183492.9,1
26143,793.0,2,1,63.0,0,0.0,2,0.0,1,27166.75,0
26144,683.0,1,0,31.0,6,119266.69,1,0.0,1,35786.76,0
26145,773.0,0,1,21.0,9,0.0,2,1.0,1,127528.84,0
26146,684.0,0,0,34.0,7,0.0,2,1.0,1,30498.7,0
26147,673.0,1,0,44.0,5,125385.99,1,1.0,0,126876.84,1
26148,683.0,0,0,33.0,7,106328.08,1,1.0,0,199378.58,0
26149,671.0,0,1,44.0,3,108716.59,1,1.0,1,143859.66,0
26150,785.0,0,0,40.0,2,132954.64,1,1.0,1,178747.43,0
26151,613.0,0,1,47.0,3,0.0,2,1.0,1,17802.42,0
26152,569.0,0,1,37.0,5,0.0,2,0.0,0,114093.73,0
26153,592.0,2,0,26.0,6,0.0,2,0.0,1,38296.21,0
26154,607.0,1,1,48.0,6,113599.74,1,1.0,1,163477.22,1
26155,638.0,1,1,41.0,6,111213.64,1,1.0,1,92916.53,0
26156,601.0,0,0,32.0,3,0.0,2,1.0,1,115733.91,0
26157,727.0,1,1,18.0,5,93816.7,2,1.0,1,126172.11,0
26158,523.0,0,1,38.0,9,171848.38,3,0.0,1,93959.96,0
26159,560.0,0,0,44.0,5,143244.97,1,1.0,0,98661.27,1
26160,679.0,0,0,42.0,3,0.0,2,1.0,1,51553.96,0
26161,703.0,1,1,43.0,9,120777.88,2,1.0,1,157527.6,0
26162,535.0,0,1,29.0,8,0.0,1,0.0,1,169863.69,0
26163,709.0,1,1,22.0,10,124580.71,2,1.0,0,116971.12,0
26164,537.0,2,0,22.0,4,111156.52,1,1.0,0,167376.26,0
26165,719.0,0,0,34.0,2,0.0,2,1.0,1,88709.04,0
26166,645.0,0,0,45.0,1,85325.93,1,0.0,0,22558.74,0
26167,553.0,0,0,67.0,3,0.0,2,0.0,1,42964.63,0
26168,656.0,2,0,48.0,8,145241.63,1,1.0,0,133961.19,1
26169,659.0,1,0,49.0,8,95441.27,1,1.0,0,17818.33,0
26170,707.0,0,1,33.0,1,0.0,1,1.0,0,131301.74,0
26171,614.0,0,1,39.0,7,0.0,1,1.0,0,90876.95,0
26172,639.0,2,1,41.0,1,154733.96,1,0.0,1,49893.61,0
26173,459.0,0,1,39.0,6,0.0,2,1.0,0,185555.63,0
26174,575.0,1,1,46.0,2,172274.01,2,0.0,0,159899.97,1
26175,601.0,0,1,29.0,4,0.0,2,1.0,0,44904.26,0
26176,788.0,0,1,36.0,6,188455.19,1,1.0,0,47031.4,0
26177,850.0,0,1,30.0,9,121535.18,1,1.0,1,40313.47,0
26178,758.0,1,0,37.0,6,170057.62,1,1.0,1,54398.56,0
26179,580.0,1,0,36.0,6,145387.32,2,1.0,1,169963.2,0
26180,716.0,1,1,41.0,1,131955.07,1,1.0,0,136849.46,0
26181,597.0,0,0,31.0,10,0.0,2,1.0,1,140889.32,0
26182,639.0,0,0,39.0,2,0.0,1,1.0,0,83081.04,0
26183,683.0,2,1,49.0,4,0.0,2,1.0,1,84906.6,0
26184,738.0,1,0,28.0,1,120962.59,1,1.0,1,184017.98,0
26185,449.0,2,1,37.0,3,0.0,2,0.0,0,145986.01,0
26186,679.0,1,0,39.0,2,140700.61,2,1.0,1,89928.15,0
26187,686.0,0,0,29.0,8,0.0,3,0.0,0,126434.61,1
26188,573.0,0,0,26.0,4,129109.02,1,0.0,0,149814.68,0
26189,479.0,1,1,33.0,7,108805.42,2,0.0,0,123825.83,0
26190,686.0,1,1,52.0,4,124577.33,1,1.0,1,12096.61,1
26191,658.0,0,1,36.0,1,0.0,2,1.0,0,136902.01,0
26192,719.0,1,0,52.0,7,105736.32,1,1.0,0,74849.46,1
26193,662.0,0,1,33.0,3,0.0,1,1.0,1,87816.86,0
26194,730.0,0,1,45.0,4,0.0,2,1.0,0,43931.5,0
26195,666.0,0,1,34.0,9,131754.11,2,0.0,0,81898.81,0
26196,614.0,2,0,55.0,4,0.0,2,1.0,1,129936.53,0
26197,760.0,2,0,32.0,2,0.0,1,1.0,0,114565.35,1
26198,722.0,1,1,50.0,4,167924.95,2,1.0,0,160948.87,0
26199,638.0,0,1,41.0,6,0.0,1,1.0,0,164247.51,1
26200,616.0,0,1,36.0,3,0.0,2,1.0,1,8742.91,0
26201,655.0,1,0,61.0,10,183997.7,2,1.0,1,161241.65,0
26202,807.0,0,1,38.0,4,77910.8,1,1.0,1,131624.39,0
26203,614.0,0,1,27.0,3,139875.3,1,1.0,1,143357.02,0
26204,616.0,0,0,42.0,8,0.0,1,1.0,1,91936.1,0
26205,665.0,0,0,48.0,9,0.0,1,1.0,1,87412.74,0
26206,664.0,0,0,38.0,1,0.0,2,0.0,1,77519.62,0
26207,726.0,2,0,38.0,7,0.0,2,0.0,1,78970.58,0
26208,632.0,2,1,35.0,0,0.0,2,1.0,1,88890.69,0
26209,657.0,0,1,42.0,6,0.0,2,1.0,0,122267.67,0
26210,660.0,1,0,33.0,10,118613.34,1,1.0,0,168469.65,1
26211,581.0,0,0,20.0,2,108269.2,1,0.0,1,109660.08,0
26212,667.0,1,1,36.0,4,151027.06,2,1.0,1,145749.06,0
26213,696.0,2,1,54.0,8,105770.14,1,0.0,1,140929.98,0
26214,547.0,2,1,21.0,8,0.0,2,1.0,1,86731.67,0
26215,659.0,0,0,39.0,9,123785.24,1,1.0,0,99504.03,1
26216,531.0,0,0,37.0,5,96131.27,1,0.0,1,102998.49,0
26217,730.0,0,1,25.0,1,0.0,2,0.0,1,50783.1,0
26218,648.0,1,1,64.0,8,106288.54,1,1.0,0,36639.25,1
26219,671.0,2,1,25.0,5,0.0,2,0.0,1,27689.77,0
26220,705.0,1,1,53.0,3,75075.31,1,1.0,0,92888.52,1
26221,662.0,0,0,39.0,5,138106.75,1,0.0,0,19596.73,1
26222,438.0,0,0,27.0,4,0.0,2,0.0,1,158420.14,0
26223,759.0,2,0,30.0,9,160777.9,1,0.0,1,23235.38,0
26224,451.0,0,0,33.0,6,0.0,1,1.0,1,184954.11,0
26225,575.0,2,1,39.0,9,167545.32,1,1.0,1,146585.52,0
26226,652.0,1,1,34.0,7,106511.85,2,1.0,0,60429.43,0
26227,735.0,0,0,24.0,3,117480.21,1,0.0,1,177068.24,0
26228,727.0,2,1,59.0,5,0.0,1,1.0,1,34774.26,0
26229,684.0,2,1,33.0,2,0.0,2,1.0,1,171647.19,0
26230,639.0,0,1,29.0,7,124098.54,2,1.0,1,187905.12,0
26231,468.0,1,1,47.0,3,96781.39,3,1.0,0,43496.36,1
26232,719.0,2,1,31.0,5,0.0,2,1.0,1,93081.89,0
26233,464.0,0,1,33.0,3,0.0,2,1.0,1,75574.48,0
26234,807.0,1,0,42.0,5,123936.97,2,1.0,1,111622.76,0
26235,642.0,0,1,38.0,1,0.0,2,1.0,0,86786.41,0
26236,655.0,0,1,37.0,7,137145.12,1,1.0,0,115146.4,0
26237,686.0,0,1,36.0,2,0.0,1,1.0,1,173837.54,0
26238,651.0,0,0,31.0,7,152373.52,1,1.0,1,113046.71,0
26239,727.0,0,1,32.0,7,116474.35,1,1.0,1,152566.75,0
26240,635.0,1,0,58.0,9,136953.26,3,1.0,0,160820.2,1
26241,747.0,0,0,37.0,1,0.0,2,0.0,1,180551.76,0
26242,590.0,0,1,38.0,6,106819.27,1,0.0,0,1285.32,0
26243,633.0,2,1,38.0,2,121527.4,1,1.0,1,113481.02,0
26244,834.0,0,1,43.0,3,178056.54,1,1.0,0,63736.16,1
26245,651.0,2,1,37.0,9,0.0,2,1.0,1,121061.89,0
26246,680.0,0,0,44.0,5,0.0,2,1.0,0,86935.08,0
26247,691.0,2,1,51.0,3,0.0,1,1.0,0,140130.82,1
26248,774.0,0,0,26.0,6,0.0,2,1.0,1,64716.08,0
26249,573.0,2,1,46.0,5,0.0,2,0.0,0,48673.25,0
26250,652.0,0,0,34.0,4,0.0,2,1.0,0,149402.59,0
26251,477.0,1,1,27.0,9,120586.54,1,0.0,0,190155.13,0
26252,637.0,0,1,47.0,2,111501.66,1,1.0,1,136610.01,0
26253,490.0,1,1,57.0,7,115680.81,2,0.0,1,84438.84,0
26254,758.0,0,1,32.0,9,0.0,2,1.0,1,17135.6,0
26255,706.0,0,0,31.0,5,0.0,2,0.0,1,73977.23,0
26256,648.0,1,0,52.0,10,128718.92,1,0.0,0,9087.81,1
26257,729.0,2,0,28.0,6,0.0,2,1.0,1,177065.24,0
26258,588.0,0,1,36.0,5,0.0,1,1.0,1,137519.92,0
26259,714.0,2,1,35.0,9,0.0,2,1.0,1,135536.72,0
26260,693.0,1,1,46.0,3,144584.18,1,1.0,0,101699.77,1
26261,638.0,0,1,37.0,1,0.0,2,1.0,0,182867.84,0
26262,775.0,1,1,60.0,7,118723.11,1,1.0,1,111558.7,1
26263,565.0,1,0,45.0,9,150525.03,1,0.0,0,150944.94,1
26264,558.0,1,0,47.0,2,155423.17,1,1.0,0,113553.43,1
26265,648.0,2,1,29.0,7,0.0,2,1.0,0,164768.82,0
26266,710.0,0,1,24.0,5,0.0,2,1.0,1,25951.91,0
26267,735.0,0,0,45.0,7,0.0,2,0.0,1,26796.73,0
26268,653.0,1,0,56.0,9,123356.63,1,1.0,1,60907.49,1
26269,742.0,0,0,48.0,6,0.0,1,0.0,1,85240.61,0
26270,593.0,0,0,38.0,6,0.0,2,1.0,1,2797.27,1
26271,562.0,0,1,62.0,1,0.0,1,1.0,1,51721.52,0
26272,661.0,0,1,38.0,7,0.0,1,1.0,0,164247.51,0
26273,539.0,0,0,40.0,4,0.0,1,1.0,0,151344.78,1
26274,663.0,0,0,22.0,9,123372.3,2,1.0,0,119882.7,0
26275,721.0,2,0,29.0,1,0.0,2,1.0,0,115068.58,0
26276,537.0,2,0,28.0,0,0.0,1,1.0,1,31165.06,1
26277,704.0,2,0,24.0,2,0.0,1,1.0,1,35600.25,0
26278,615.0,2,0,35.0,9,0.0,1,1.0,0,126877.38,0
26279,714.0,2,1,31.0,8,0.0,1,1.0,1,166476.05,0
26280,667.0,1,0,70.0,10,130622.18,1,0.0,0,51364.57,1
26281,682.0,2,1,37.0,6,0.0,2,1.0,0,158313.87,0
26282,708.0,0,0,28.0,6,0.0,2,0.0,0,167916.35,0
26283,651.0,1,1,32.0,1,131378.43,1,1.0,0,64849.74,0
26284,502.0,0,0,38.0,0,117289.92,1,0.0,0,61602.42,1
26285,632.0,0,0,33.0,6,123674.2,1,1.0,1,72873.33,0
26286,547.0,2,1,37.0,1,0.0,2,1.0,0,138700.75,0
26287,711.0,1,0,38.0,8,131207.09,1,0.0,0,28368.43,1
26288,673.0,1,1,22.0,5,110791.97,2,0.0,1,107472.99,0
26289,680.0,2,1,44.0,9,118336.95,1,1.0,0,27755.0,1
26290,634.0,0,1,27.0,7,0.0,2,1.0,0,26149.25,0
26291,717.0,0,1,33.0,4,0.0,2,0.0,1,147747.28,0
26292,640.0,1,1,28.0,6,132876.23,1,1.0,0,131097.9,1
26293,699.0,2,1,27.0,8,0.0,2,0.0,1,138849.06,0
26294,623.0,1,1,36.0,7,161887.81,1,1.0,1,101433.76,0
26295,594.0,2,0,44.0,5,109908.55,1,1.0,0,122999.93,1
26296,717.0,0,0,31.0,6,0.0,2,1.0,1,176775.68,0
26297,708.0,2,1,37.0,2,0.0,2,0.0,1,55701.62,0
26298,686.0,0,1,35.0,10,0.0,2,1.0,1,38196.24,0
26299,785.0,0,0,38.0,1,0.0,1,1.0,1,134964.85,0
26300,649.0,0,1,35.0,2,0.0,2,1.0,1,85985.64,0
26301,637.0,1,1,38.0,8,147127.81,2,1.0,1,84760.7,0
26302,671.0,2,1,46.0,1,0.0,2,1.0,0,144874.67,0
26303,648.0,0,1,38.0,6,0.0,2,1.0,1,45418.12,0
26304,492.0,0,1,29.0,7,0.0,2,0.0,0,85421.48,0
26305,649.0,2,0,39.0,6,0.0,1,1.0,0,85516.37,0
26306,690.0,0,1,35.0,1,112689.95,1,1.0,0,176962.31,1
26307,570.0,2,1,45.0,7,0.0,2,0.0,0,131043.9,1
26308,682.0,0,1,34.0,10,0.0,2,1.0,0,97939.4,0
26309,637.0,0,1,27.0,6,0.0,3,0.0,0,58469.75,0
26310,639.0,1,1,27.0,1,108433.83,1,0.0,0,117023.09,0
26311,597.0,1,1,32.0,8,146053.66,2,1.0,1,179964.55,0
26312,628.0,2,0,32.0,3,151582.5,1,0.0,0,49725.68,0
26313,738.0,0,1,37.0,1,0.0,2,1.0,0,25684.85,0
26314,730.0,0,0,29.0,8,0.0,2,1.0,0,63717.49,0
26315,765.0,2,0,33.0,6,73054.87,1,1.0,0,77965.4,0
26316,717.0,1,0,33.0,8,129732.8,2,1.0,0,68815.05,0
26317,719.0,0,0,39.0,8,0.0,1,0.0,0,156477.41,1
26318,680.0,2,1,46.0,9,103769.22,1,1.0,0,101954.78,0
26319,664.0,2,1,40.0,6,0.0,1,0.0,0,141075.51,0
26320,571.0,0,0,46.0,9,0.0,2,1.0,0,82696.73,0
26321,730.0,2,0,39.0,6,140094.59,1,1.0,1,172450.04,0
26322,747.0,0,0,45.0,1,114959.12,1,1.0,0,189362.39,0
26323,791.0,0,0,38.0,9,0.0,2,0.0,1,149980.62,0
26324,698.0,0,1,42.0,6,0.0,1,0.0,0,47160.01,1
26325,582.0,0,1,28.0,2,0.0,2,1.0,0,160849.47,0
26326,850.0,0,1,36.0,8,89799.28,1,1.0,0,62940.97,0
